date,Tipo de cambio dólar,Precio del cobre refinado BML (dólar-libra),Tasa de política monetaria (TPM),Unidad de fomento (UF),Imacec (Base 2018 = 100),IPC General (Base 2023 = 100)
2025-05-26,940.81,4.3166,5.0,39176.82,113.68325414443,134.1
2025-05-27,938.28,4.3732,5.0,39179.35,113.68325414443,134.1
2025-05-28,937.93,4.3732,5.0,39181.87,113.68325414443,134.1
2025-05-29,940.21,4.3711,5.0,39184.4,113.68325414443,134.1
2025-05-30,937.37,4.3591,5.0,39186.92,113.68325414443,134.1
2025-05-31,937.37,4.3591,5.0,39189.45,113.68325414443,134.1
2025-06-01,937.37,4.3591,5.0,39191.97,108.41654927337,134.1
2025-06-02,941.97,4.3634,5.0,39194.5,108.41654927337,134.1
2025-06-03,939.65,4.331,5.0,39197.03,108.41654927337,134.1
2025-06-04,941.53,4.3854,5.0,39199.55,108.41654927337,134.1
2025-06-05,936.89,4.3937,5.0,39202.08,108.41654927337,134.1
2025-06-06,930.79,4.3863,5.0,39204.61,108.41654927337,134.1
2025-06-07,930.79,4.3863,5.0,39207.13,108.41654927337,134.1
2025-06-08,930.79,4.3863,5.0,39209.66,108.41654927337,134.1
2025-06-09,933.91,4.4601,5.0,39212.19,108.41654927337,134.1
2025-06-10,937.09,4.4284,5.0,39214.8,108.41654927337,134.1
2025-06-11,938.88,4.4855,5.0,39217.41,108.41654927337,134.1
2025-06-12,936.36,4.4637,5.0,39220.03,108.41654927337,134.1
2025-06-13,930.25,4.4015,5.0,39222.64,108.41654927337,134.1
2025-06-14,930.25,4.4015,5.0,39225.25,108.41654927337,134.1
2025-06-15,930.25,4.4015,5.0,39227.86,108.41654927337,134.1
2025-06-16,937.78,4.4396,5.0,39230.48,108.41654927337,134.1
2025-06-17,935.21,4.4082,5.0,39233.09,108.41654927337,134.1
2025-06-18,939.29,4.4446,5.0,39235.7,108.41654927337,134.1
2025-06-19,943.36,4.4415,5.0,39238.31,108.41654927337,134.1
2025-06-20,943.36,4.4415,5.0,39240.93,108.41654927337,134.1
2025-06-21,943.36,4.4415,5.0,39243.54,108.41654927337,134.1
2025-06-22,943.36,4.4415,5.0,39246.15,108.41654927337,134.1
2025-06-23,947.03,4.4278,5.0,39248.77,108.41654927337,134.1
2025-06-24,950.16,4.4945,5.0,39251.38,108.41654927337,134.1
2025-06-25,937.89,4.5121,5.0,39254.0,108.41654927337,134.1
2025-06-26,936.29,4.4543,5.0,39256.61,108.41654927337,134.1
2025-06-27,930.67,4.4512,5.0,39259.23,108.41654927337,134.1
2025-06-28,930.67,4.4512,5.0,39261.84,108.41654927337,134.1
2025-06-29,930.67,4.4512,5.0,39264.46,108.41654927337,134.1
2025-06-30,935.74,4.6355,5.0,39267.07,108.41654927337,134.1
2025-07-01,933.42,4.5898,5.0,39269.69,108.58247960021,134.1
2025-07-02,926.62,4.559,5.0,39272.3,108.58247960021,134.1
2025-07-03,926.51,4.5588,5.0,39274.92,108.58247960021,134.1
2025-07-04,927.87,4.5855,5.0,39277.53,108.58247960021,134.1
2025-07-05,927.87,4.5855,5.0,39280.15,108.58247960021,134.1
2025-07-06,927.87,4.5855,5.0,39282.76,108.58247960021,134.1
2025-07-07,932.34,4.5551,5.0,39285.38,108.58247960021,134.1
2025-07-08,940.28,4.5178,5.0,39288.0,108.58247960021,134.1
2025-07-09,945.39,4.4948,5.0,39290.61,108.58247960021,134.1
2025-07-10,948.33,4.4642,5.0,39285.53,108.58247960021,134.1
2025-07-11,950.43,4.3785,5.0,39280.45,108.58247960021,134.1
2025-07-12,950.43,4.3785,5.0,39275.37,108.58247960021,134.1
2025-07-13,950.43,4.3785,5.0,39270.3,108.58247960021,134.1
2025-07-14,955.73,4.3997,5.0,39265.22,108.58247960021,134.1
2025-07-15,967.22,4.3722,5.0,39260.14,108.58247960021,134.1
2025-07-16,967.22,4.3722,5.0,39255.07,108.58247960021,134.1
2025-07-17,965.65,4.335,5.0,39249.99,108.58247960021,134.1
2025-07-18,966.78,4.3412,5.0,39244.92,108.58247960021,134.1
2025-07-19,966.78,4.3412,5.0,39239.84,108.58247960021,134.1
2025-07-20,966.78,4.3412,5.0,39234.77,108.58247960021,134.1
2025-07-21,961.55,4.3581,5.0,39229.7,108.58247960021,134.1
2025-07-22,956.65,4.4111,5.0,39224.63,108.58247960021,134.1
2025-07-23,953.4,4.4421,5.0,39219.56,108.58247960021,134.1
2025-07-24,948.93,4.4685,5.0,39214.48,108.58247960021,134.1
2025-07-25,951.27,4.4807,5.0,39209.42,108.58247960021,134.1
2025-07-26,951.27,4.4807,5.0,39204.35,108.58247960021,134.1
2025-07-27,951.27,4.4807,5.0,39199.28,108.58247960021,134.1
2025-07-28,957.82,4.4575,5.0,39194.21,108.58247960021,134.1
2025-07-29,969.75,4.4071,5.0,39189.14,108.58247960021,134.1
2025-07-30,970.09,4.4174,4.75,39184.08,108.58247960021,134.1
2025-07-31,978.07,4.4209,4.75,39179.01,108.58247960021,134.1
2025-08-01,976.8,4.378,4.75,39173.95,110.20157047333,134.1
2025-08-02,976.8,4.378,4.75,39168.88,110.20157047333,134.1
2025-08-03,976.8,4.378,4.75,39163.82,110.20157047333,134.1
2025-08-04,967.48,4.3365,4.75,39158.75,110.20157047333,134.1
2025-08-05,964.28,4.346,4.75,39153.69,110.20157047333,134.1
2025-08-06,966.02,4.3701,4.75,39148.63,110.20157047333,134.1
2025-08-07,976.42,4.3415,4.75,39143.57,110.20157047333,134.1
2025-08-08,971.88,4.3606,4.75,39138.51,110.20157047333,134.1
2025-08-09,971.88,4.3606,4.75,39133.45,110.20157047333,134.1
2025-08-10,971.88,4.3606,4.75,39144.76,110.20157047333,134.1
2025-08-11,965.64,4.3631,4.75,39156.08,110.20157047333,134.1
2025-08-12,969.77,4.3965,4.75,39167.4,110.20157047333,134.1
2025-08-13,962.28,4.3764,4.75,39178.72,110.20157047333,134.1
2025-08-14,952.37,4.4241,4.75,39190.04,110.20157047333,134.1
2025-08-15,952.37,4.4241,4.75,39201.37,110.20157047333,134.1
2025-08-16,952.37,4.4241,4.75,39212.7,110.20157047333,134.1
2025-08-17,952.37,4.4241,4.75,39224.04,110.20157047333,134.1
2025-08-18,961.84,4.4107,4.75,39235.38,110.20157047333,134.1
2025-08-19,966.24,4.3907,4.75,39246.72,110.20157047333,134.1
2025-08-20,963.57,4.371,4.75,39258.06,110.20157047333,134.1
2025-08-21,965.06,4.3523,4.75,39269.41,110.20157047333,134.1
2025-08-22,968.63,4.368,4.75,39280.76,110.20157047333,134.1
2025-08-23,968.63,4.368,4.75,39292.12,110.20157047333,134.1
2025-08-24,968.63,4.368,4.75,39303.48,110.20157047333,134.1
2025-08-25,964.15,4.3743,4.75,39314.84,110.20157047333,134.1
2025-08-26,962.51,4.4081,4.75,39326.2,110.20157047333,134.1
2025-08-27,965.01,4.4081,4.75,39337.57,110.20157047333,134.1
2025-08-28,968.64,4.4236,4.75,39348.94,110.20157047333,134.1
2025-08-29,967.48,4.3843,4.75,39360.32,110.20157047333,134.1
2025-08-30,967.48,4.3843,4.75,39371.69,110.20157047333,134.1
2025-08-31,967.48,4.3843,4.75,39383.07,110.20157047333,134.1
2025-09-01,965.28,4.4159,4.75,39394.46,109.83345754609,134.1
2025-09-02,968.35,4.4551,4.75,39405.85,109.83345754609,134.1
2025-09-03,974.13,4.4442,4.75,39417.24,109.83345754609,134.1
2025-09-04,969.46,4.4956,4.75,39428.63,109.83345754609,134.1
2025-09-05,971.22,4.4945,4.75,39440.03,109.83345754609,134.1
2025-09-06,971.22,4.4945,4.75,39451.43,109.83345754609,134.1
2025-09-07,971.22,4.4945,4.75,39462.83,109.83345754609,134.1
2025-09-08,964.58,4.4592,4.75,39474.24,109.83345754609,134.1
2025-09-09,967.07,4.4586,4.75,39485.65,109.83345754609,134.1
2025-09-10,966.35,4.4606,4.75,39485.65,109.83345754609,134.1
2025-09-11,962.73,4.4616,4.75,39485.65,109.83345754609,134.1
2025-09-12,955.47,4.5162,4.75,39485.65,109.83345754609,134.1
2025-09-13,955.47,4.5162,4.75,39485.65,109.83345754609,134.1
2025-09-14,955.47,4.5162,4.75,39485.65,109.83345754609,134.1
2025-09-15,954.58,4.5314,4.75,39485.65,109.83345754609,134.1
2025-09-16,951.14,4.5333,4.75,39485.65,109.83345754609,134.1
2025-09-17,948.57,4.5925,4.75,39485.65,109.83345754609,134.1
2025-09-18,948.57,4.5925,4.75,39485.65,109.83345754609,134.1
2025-09-19,948.57,4.5925,4.75,39485.65,109.83345754609,134.1
2025-09-20,948.57,4.5925,4.75,39485.65,109.83345754609,134.1
2025-09-21,948.57,4.5925,4.75,39485.65,109.83345754609,134.1
2025-09-22,951.03,4.5665,4.75,39485.65,109.83345754609,134.1
2025-09-23,954.72,4.5015,4.75,39485.65,109.83345754609,134.1
2025-09-24,952.87,4.4906,4.75,39485.65,109.83345754609,134.1
2025-09-25,953.24,4.4912,4.75,39485.65,109.83345754609,134.1
2025-09-26,956.42,4.6744,4.75,39485.65,109.83345754609,134.1
2025-09-27,956.42,4.6744,4.75,39485.65,109.83345754609,134.1
2025-09-28,956.42,4.6744,4.75,39485.65,109.83345754609,134.1
2025-09-29,958.9,4.6394,4.75,39485.65,109.83345754609,134.1
2025-09-30,961.24,4.6006,4.75,39485.65,109.83345754609,134.1
2025-10-01,962.39,4.7105,4.75,39485.65,114.98767952324,134.1
2025-10-02,959.19,4.6383,4.75,39485.65,114.98767952324,134.1
2025-10-03,961.54,4.6894,4.75,39485.65,114.98767952324,134.1
2025-10-04,961.54,4.6894,4.75,39485.65,114.98767952324,134.1
2025-10-05,961.54,4.6894,4.75,39485.65,114.98767952324,134.1
2025-10-06,963.17,4.743,4.75,39485.65,114.98767952324,134.1
2025-10-07,963.09,4.8491,4.75,39485.65,114.98767952324,134.1
2025-10-08,961.61,4.8141,4.75,39485.65,114.98767952324,134.1
2025-10-09,951.45,4.8645,4.75,39485.65,114.98767952324,134.1
2025-10-10,948.77,4.826,4.75,39490.74,114.98767952324,134.1
2025-10-11,948.77,4.826,4.75,39495.82,114.98767952324,134.1
2025-10-12,948.77,4.826,4.75,39500.91,114.98767952324,134.1
2025-10-13,954.37,4.9182,4.75,39505.99,114.98767952324,134.1
2025-10-14,957.66,4.7568,4.75,39511.08,114.98767952324,134.1
2025-10-15,963.69,5.011,4.75,39516.17,114.98767952324,134.1
2025-10-16,959.36,4.823,4.75,39521.26,114.98767952324,134.1
2025-10-17,956.13,4.8394,4.75,39526.35,114.98767952324,134.1
2025-10-18,956.13,4.8394,4.75,39531.44,114.98767952324,134.1
2025-10-19,956.13,4.8394,4.75,39536.53,114.98767952324,134.1
2025-10-20,960.34,4.8244,4.75,39541.62,114.98767952324,134.1
2025-10-21,953.21,4.8025,4.75,39546.71,114.98767952324,134.1
2025-10-22,951.78,4.839,4.75,39551.81,114.98767952324,134.1
2025-10-23,950.46,4.8051,4.75,39556.9,114.98767952324,134.1
2025-10-24,945.34,4.8338,4.75,39562.0,114.98767952324,134.1
2025-10-25,945.34,4.8338,4.75,39567.09,114.98767952324,134.1
2025-10-26,945.34,4.8338,4.75,39572.19,114.98767952324,134.1
2025-10-27,943.47,4.9183,4.75,39577.28,114.98767952324,134.1
2025-10-28,938.19,4.9608,4.75,39582.38,114.98767952324,134.1
2025-10-29,941.63,4.9919,4.75,39587.48,114.98767952324,134.1
2025-10-30,940.57,4.9982,4.75,39592.57,114.98767952324,134.1
2025-10-31,940.57,4.9982,4.75,39597.67,114.98767952324,134.1
2025-11-01,940.57,4.9982,4.75,39602.77,118.44721471715,134.1
2025-11-02,940.57,4.9982,4.75,39607.87,118.44721471715,134.1
2025-11-03,943.69,5.0639,4.75,39612.97,118.44721471715,134.1
2025-11-04,940.53,4.932,4.75,39618.08,118.44721471715,134.1
2025-11-05,945.13,4.9121,4.75,39623.18,118.44721471715,134.1
2025-11-06,945.6,4.8231,4.75,39628.28,118.44721471715,134.1
2025-11-07,940.84,4.8349,4.75,39633.38,118.44721471715,134.1
2025-11-08,940.84,4.8349,4.75,39638.49,118.44721471715,134.1
2025-11-09,940.84,4.8349,4.75,39643.59,118.44721471715,134.1
2025-11-10,946.24,4.8315,4.75,39643.59,118.44721471715,134.1
2025-11-11,940.85,4.8527,4.75,39643.59,118.44721471715,134.1
2025-11-12,936.89,4.8903,4.75,39643.59,118.44721471715,134.1
2025-11-13,932.37,4.9014,4.75,39643.59,118.44721471715,134.1
2025-11-14,925.63,4.9578,4.75,39643.59,118.44721471715,134.1
2025-11-15,925.63,4.9578,4.75,39643.59,118.44721471715,134.1
2025-11-16,925.63,4.9578,4.75,39643.59,118.44721471715,134.1
2025-11-17,932.63,4.9669,4.75,39643.59,118.44721471715,134.1
2025-11-18,919.82,4.9242,4.75,39643.59,118.44721471715,134.1
2025-11-19,929.26,4.8743,4.75,39643.59,118.44721471715,134.1
2025-11-20,931.36,4.8463,4.75,39643.59,118.44721471715,134.1
2025-11-21,929.0,4.8623,4.75,39643.59,118.44721471715,134.1
2025-11-22,929.0,4.8623,4.75,39643.59,118.44721471715,134.1
2025-11-23,929.0,4.8623,4.75,39643.59,118.44721471715,134.1
2025-11-24,937.36,4.8624,4.75,39643.59,118.44721471715,134.1
2025-11-25,939.57,4.8891,4.75,39643.59,118.44721471715,134.1
2025-11-26,937.15,4.8979,4.75,39643.59,118.44721471715,134.1
2025-11-27,930.89,4.9113,4.75,39643.59,118.44721471715,134.1
2025-11-28,929.14,4.9822,4.75,39643.59,118.44721471715,134.1
2025-11-29,929.14,4.9822,4.75,39643.59,118.44721471715,134.1
2025-11-30,929.14,4.9822,4.75,39643.59,118.44721471715,134.1
2025-12-01,928.16,4.9696,4.75,39643.59,129.2022409563,134.1
2025-12-02,927.95,5.0956,4.75,39643.59,129.2022409563,134.1
2025-12-03,925.37,5.1352,4.75,39643.59,129.2022409563,134.1
2025-12-04,919.46,5.0867,4.75,39643.59,129.2022409563,134.1
2025-12-05,918.15,5.2508,4.75,39643.59,129.2022409563,134.1
2025-12-06,918.15,5.2508,4.75,39643.59,129.2022409563,134.1
2025-12-07,918.15,5.2508,4.75,39643.59,129.2022409563,134.1
2025-12-08,918.15,5.2508,4.75,39643.59,129.2022409563,134.1
2025-12-09,920.02,5.2166,4.75,39643.59,129.2022409563,134.1
2025-12-10,926.89,5.2815,4.75,39647.42,129.2022409563,134.1
2025-12-11,923.99,5.2105,4.75,39651.25,129.2022409563,134.1
2025-12-12,916.9,5.2473,4.75,39655.08,129.2022409563,134.1
2025-12-13,916.9,5.2473,4.75,39658.92,129.2022409563,134.1
2025-12-14,916.9,5.2473,4.75,39662.75,129.2022409563,134.1
2025-12-15,912.66,5.3963,4.75,39666.58,129.2022409563,134.1
2025-12-16,912.03,5.2326,4.75,39670.41,129.2022409563,134.1
2025-12-17,913.74,5.2849,4.5,39674.25,129.2022409563,134.1
2025-12-18,917.45,5.2538,4.5,39678.08,129.2022409563,134.1
2025-12-19,914.99,5.3194,4.5,39681.92,129.2022409563,134.1
2025-12-20,914.99,5.3194,4.5,39685.75,129.2022409563,134.1
2025-12-21,914.99,5.3194,4.5,39689.59,129.2022409563,134.1
2025-12-22,909.9,5.3362,4.5,39693.42,129.2022409563,134.1
2025-12-23,908.4,5.3916,4.5,39697.26,129.2022409563,134.1
2025-12-24,906.44,5.4121,4.5,39701.09,129.2022409563,134.1
2025-12-25,906.44,5.4121,4.5,39704.93,129.2022409563,134.1
2025-12-26,905.04,5.4766,4.5,39708.77,129.2022409563,134.1
2025-12-27,905.04,5.4766,4.5,39712.6,129.2022409563,134.1
2025-12-28,905.04,5.4766,4.5,39716.44,129.2022409563,134.1
2025-12-29,904.54,5.5258,4.5,39720.28,129.2022409563,134.1
2025-12-30,911.18,5.5258,4.5,39724.12,129.2022409563,134.1
2025-12-31,911.18,5.5258,4.5,39727.96,129.2022409563,134.1
2026-01-01,911.18,5.5258,4.5,39731.79,111.57321663052,134.1
2026-01-02,907.13,5.5581,4.5,39735.63,111.57321663052,134.1
2026-01-03,907.13,5.5581,4.5,39739.47,111.57321663052,134.1
2026-01-04,907.13,5.5581,4.5,39743.31,111.57321663052,134.1
2026-01-05,901.55,5.6488,4.5,39747.15,111.57321663052,134.1
2026-01-06,905.14,5.6736,4.5,39751.0,111.57321663052,134.1
2026-01-07,896.82,5.9119,4.5,39754.84,111.57321663052,134.1
2026-01-08,895.33,6.0061,4.5,39758.68,111.57321663052,134.1
2026-01-09,896.89,5.858,4.5,39762.52,111.57321663052,134.1
2026-01-10,896.89,5.858,4.5,39759.95,111.57321663052,134.1
2026-01-11,896.89,5.858,4.5,39757.38,111.57321663052,134.1
2026-01-12,895.54,5.7776,4.5,39754.82,111.57321663052,134.1
2026-01-13,885.71,5.9149,4.5,39752.25,111.57321663052,134.1
2026-01-14,883.96,6.021,4.5,39749.68,111.57321663052,134.1
2026-01-15,882.74,6.0121,4.5,39747.12,111.57321663052,134.1
2026-01-16,884.57,6.0024,4.5,39744.55,111.57321663052,134.1
2026-01-17,884.57,6.0024,4.5,39741.98,111.57321663052,134.1
2026-01-18,884.57,6.0024,4.5,39739.42,111.57321663052,134.1
2026-01-19,887.01,5.9619,4.5,39736.85,111.57321663052,134.1
2026-01-20,888.66,5.8353,4.5,39734.28,111.57321663052,134.1
2026-01-21,889.54,5.9118,4.5,39731.72,111.57321663052,134.1
2026-01-22,878.21,5.8311,4.5,39729.15,111.57321663052,134.1
2026-01-23,872.22,5.7974,4.5,39726.59,111.57321663052,134.1
2026-01-24,872.22,5.7974,4.5,39724.02,111.57321663052,134.1
2026-01-25,872.22,5.7974,4.5,39721.45,111.57321663052,134.1
2026-01-26,870.71,5.7483,4.5,39718.89,111.57321663052,134.1
2026-01-27,862.98,5.919,4.5,39716.32,111.57321663052,134.1
2026-01-28,862.17,5.9548,4.5,39713.76,111.57321663052,134.1
2026-01-29,857.95,5.8572,4.5,39711.2,111.57321663052,134.1
2026-01-30,858.45,5.8901,4.5,39708.63,111.57321663052,134.1
2026-01-31,858.45,5.8901,4.5,39706.07,111.57321663052,134.1
2026-02-01,858.45,5.8901,4.5,39703.5,104.2737479146,134.1
2026-02-02,865.1,6.1346,4.5,39700.94,104.2737479146,134.1
2026-02-03,868.52,5.9274,4.5,39698.37,104.2737479146,134.1
2026-02-04,859.53,5.8207,4.5,39695.81,104.2737479146,134.1
2026-02-05,857.59,6.0821,4.5,39693.25,104.2737479146,134.1
2026-02-06,865.67,5.8798,4.5,39690.68,104.2737479146,134.1
2026-02-07,865.67,5.8798,4.5,39688.12,104.2737479146,134.1
2026-02-08,865.67,5.8798,4.5,39685.56,104.2737479146,134.1
2026-02-09,859.66,5.8176,4.5,39682.99,104.2737479146,134.1
2026-02-10,854.25,5.8619,4.5,39688.65,104.2737479146,134.1
2026-02-11,856.06,5.9417,4.5,39694.31,104.2737479146,134.1
2026-02-12,856.38,5.9112,4.5,39699.97,104.2737479146,134.1
2026-02-13,854.41,5.9378,4.5,39705.63,104.2737479146,134.1
2026-02-14,854.41,5.9378,4.5,39711.29,104.2737479146,134.1
2026-02-15,854.41,5.9378,4.5,39716.95,104.2737479146,134.1
2026-02-16,863.5,5.7973,4.5,39722.61,104.2737479146,134.1
2026-02-17,862.91,5.7945,4.5,39728.28,104.2737479146,134.1
2026-02-18,868.24,5.7781,4.5,39733.94,104.2737479146,134.1
2026-02-19,863.29,5.6746,4.5,39739.61,104.2737479146,134.1
2026-02-20,866.74,5.8136,4.5,39745.27,104.2737479146,134.1
2026-02-21,866.74,5.8136,4.5,39750.94,104.2737479146,134.1
2026-02-22,866.74,5.8136,4.5,39756.61,104.2737479146,134.1
2026-02-23,867.13,5.7668,4.5,39762.28,104.2737479146,134.1
2026-02-24,867.29,5.8428,4.5,39767.95,104.2737479146,134.1
2026-02-25,865.36,5.7992,4.5,39773.62,104.2737479146,134.1
2026-02-26,857.58,5.9323,4.5,39779.29,104.2737479146,134.1
2026-02-27,861.19,6.0083,4.5,39784.96,104.2737479146,134.1
2026-02-28,861.19,6.0083,4.5,39790.63,104.2737479146,134.1
2026-03-01,861.19,6.0083,4.5,39796.31,120.10649496405,134.1
2026-03-02,871.41,6.0033,4.5,39801.98,120.10649496405,134.1
2026-03-03,884.21,6.0301,4.5,39807.65,120.10649496405,134.1
2026-03-04,906.32,5.9122,4.5,39813.33,120.10649496405,134.1
2026-03-05,895.14,5.8564,4.5,39819.01,120.10649496405,134.1
2026-03-06,907.66,5.9142,4.5,39824.68,120.10649496405,134.1
2026-03-07,907.66,5.9142,4.5,39830.36,120.10649496405,134.1
2026-03-08,907.66,5.9142,4.5,39836.04,120.10649496405,134.1
2026-03-09,921.76,5.8321,4.5,39841.72,120.10649496405,134.1
2026-03-10,916.36,5.8138,4.5,39841.72,120.10649496405,134.1
2026-03-11,893.69,5.8454,4.5,39841.72,120.10649496405,134.1
2026-03-12,895.86,5.9184,4.5,39841.72,120.10649496405,134.1
2026-03-13,909.94,5.8696,4.5,39841.72,120.10649496405,134.1
2026-03-14,909.94,5.8696,4.5,39841.72,120.10649496405,134.1
2026-03-15,909.94,5.8696,4.5,39841.72,120.10649496405,134.1
2026-03-16,913.98,5.8502,4.5,39841.72,120.10649496405,134.1
2026-03-17,909.11,5.7506,4.5,39841.72,120.10649496405,134.1
2026-03-18,906.15,5.7849,4.5,39841.72,120.10649496405,134.1
2026-03-19,912.41,5.7432,4.5,39841.72,120.10649496405,134.1
2026-03-20,920.52,5.5739,4.5,39841.72,120.10649496405,134.1
2026-03-21,920.52,5.5739,4.5,39841.72,120.10649496405,134.1
2026-03-22,920.52,5.5739,4.5,39841.72,120.10649496405,134.1
2026-03-23,923.67,5.4642,4.5,39841.72,120.10649496405,134.1
2026-03-24,915.15,5.3682,4.5,39841.72,120.10649496405,134.1
2026-03-25,915.76,5.4802,4.5,39841.72,120.10649496405,134.1
2026-03-26,913.83,5.4471,4.5,39841.72,120.10649496405,134.1
2026-03-27,923.25,5.5567,4.5,39841.72,120.10649496405,134.1
2026-03-28,923.25,5.5567,4.5,39841.72,120.10649496405,134.1
2026-03-29,923.25,5.5567,4.5,39841.72,120.10649496405,134.1
2026-03-30,929.9,5.478,4.5,39841.72,120.10649496405,134.1
2026-03-31,931.57,5.4995,4.5,39841.72,120.10649496405,134.1
2026-04-01,927.46,5.5071,4.5,39841.72,120.10649496405,134.1
2026-04-02,915.95,5.5596,4.5,39841.72,120.10649496405,134.1
2026-04-03,915.95,5.5596,4.5,39841.72,120.10649496405,134.1
2026-04-04,915.95,5.5596,4.5,39841.72,120.10649496405,134.1
2026-04-05,915.95,5.5596,4.5,39841.72,120.10649496405,134.1
2026-04-06,922.17,5.6015,4.5,39841.72,120.10649496405,134.1
2026-04-07,914.47,5.5738,4.5,39841.72,120.10649496405,134.1
2026-04-08,922.59,5.5738,4.5,39841.72,120.10649496405,134.1
2026-04-09,895.28,5.5467,4.5,39841.72,120.10649496405,134.1
2026-04-10,894.17,5.7207,4.5,39854.94,120.10649496405,134.1
2026-04-11,894.17,5.7207,4.5,39868.16,120.10649496405,134.1
2026-04-12,894.17,5.7207,4.5,39881.38,120.10649496405,134.1
2026-04-13,890.33,5.7089,4.5,39894.61,120.10649496405,134.1
2026-04-14,899.39,5.8148,4.5,39907.85,120.10649496405,134.1
2026-04-15,886.97,5.8951,4.5,39921.09,120.10649496405,134.1
2026-04-16,886.09,6.0115,4.5,39934.33,120.10649496405,134.1
2026-04-17,886.32,5.9823,4.5,39947.58,120.10649496405,134.1
2026-04-18,886.32,5.9823,4.5,39960.83,120.10649496405,134.1
2026-04-19,886.32,5.9823,4.5,39974.09,120.10649496405,134.1
2026-04-20,876.32,5.9903,4.5,39987.35,120.10649496405,134.1
2026-04-21,881.22,6.0246,4.5,40000.61,120.10649496405,134.1
2026-04-22,887.79,5.9873,4.5,40013.88,120.10649496405,134.1
2026-04-23,889.87,5.9711,4.5,40027.15,120.10649496405,134.1
2026-04-24,892.18,6.0665,4.5,40040.43,120.10649496405,134.1
2026-04-25,892.18,6.0665,4.5,40053.72,120.10649496405,134.1
2026-04-26,892.18,6.0665,4.5,40067.0,120.10649496405,134.1
2026-04-27,895.07,6.0332,4.5,40080.29,120.10649496405,134.1
2026-04-28,894.18,6.0087,4.5,40093.59,120.10649496405,134.1
2026-04-29,896.03,5.9599,4.5,40106.89,120.10649496405,134.1
2026-04-30,901.76,5.8746,4.5,40120.2,120.10649496405,134.1
2026-05-01,901.76,5.8746,4.5,40133.5,120.10649496405,134.1
2026-05-02,901.76,5.8746,4.5,40146.82,120.10649496405,134.1
2026-05-03,901.76,5.8746,4.5,40160.14,120.10649496405,134.1
2026-05-04,903.05,5.8625,4.5,40173.46,120.10649496405,134.1
2026-05-05,910.01,5.8588,4.5,40186.79,120.10649496405,134.1
2026-05-06,905.36,5.8588,4.5,40200.12,120.10649496405,134.1
2026-05-07,892.83,5.9236,4.5,40213.45,120.10649496405,134.1
2026-05-08,887.71,6.0419,4.5,40226.79,120.10649496405,134.1
2026-05-09,887.71,6.0419,4.5,40240.14,120.10649496405,134.1
2026-05-10,887.71,6.0419,4.5,40256.91,120.10649496405,134.1
2026-05-11,890.89,6.047,4.5,40273.69,120.10649496405,134.1
2026-05-12,894.25,6.1305,4.5,40290.47,120.10649496405,134.1
2026-05-13,899.91,6.3019,4.5,40307.26,120.10649496405,134.1
2026-05-14,889.19,6.3317,4.5,40324.06,120.10649496405,134.1
2026-05-15,891.0,6.4,4.5,40340.86,120.10649496405,134.1
